FEN;move;first_eval;is_capture;move_impact
r1bq1rk1/p4ppp/2pb1n2/3p2B1/8/3B4/PPP1NPPP/R2Q1RK1 w - - 2 12;e2g3;False;-16;64
r5k1/2q1bppp/1rp1pnb1/p2p4/3P4/P1Q1P1N1/1P1BBPPP/R4RK1 b - - 1 16;c7b7;False;203;80
r5k1/1q2bppp/1rp1pnb1/p2p4/3P4/P1Q1P1N1/RP1BBPPP/5RK1 b - - 3 17;f6d7;False;219;77
r2qk2r/pp3pp1/2p2n2/1PPp1b1p/P2Pp3/2N1P1bP/1B1NB1K1/R2Q3R b kq - 1 18;g3c7;False;127;124
b2rkn2/2R5/p3p1p1/1p1pPpNp/1P3P2/P2P4/5BPP/6K1 w - - 3 34;f2c5;False;599;110
5rk1/p5p1/b1pr1q1p/5p2/1B1p4/6N1/PPPQ1PPP/R5K1 w - - 2 24;a1d1;False;48;50
r1bqkb1r/pp3ppp/2n1pn2/1B1pN3/3P4/1QN1P3/PP3PPP/R1B1K2R b KQkq - 1 9;d8c7;False;-6;57
r1bq1rk1/pppp1p1p/3n1bp1/8/8/2NBR3/PPPP1PPP/R1BQ2K1 w - - 0 11;b2b3;False;17;117
rq4k1/5ppp/1r1bpn2/p2p4/B1pP1P2/P1BbP1N1/RP4PP/2Q1R1K1 b - - 2 24;h7h5;False;232;75
r1bqr1k1/pppp1p1p/3n1bp1/8/8/1PNBR3/P1PP1PPP/R1BQ2K1 w - - 1 12;d1f3;False;65;61
r1b2rk1/ppq2ppp/2nbpn2/1B1pN3/3P1P2/1QN1P3/PP1B2PP/2R1K2R b K - 2 12;d6e5;True;-44;107
r1bqr1k1/pppp1p1p/3n2p1/6b1/8/1PNBRQ2/P1PP1PPP/R1B3K1 w - - 3 13;e3e8;True;104;52
6k1/p5p1/b6p/2p1qp1P/3prN2/2P3P1/PP1Q1P2/3R2K1 w - - 1 32;f4g6;False;0;86
6k1/p5p1/b2q3p/5p1P/2p1rN2/1PPp2P1/P2Q1P2/3R2K1 w - - 0 35;d1b1;False;-43;71
rr1q2k1/4bp2/4pnp1/p2p3p/2pP1P1P/P1BbPBN1/RP3QP1/4R1K1 b - - 5 29;f6e4;False;237;85
1r2k3/p1b1qp2/2p5/2Pp2pp/P2Pp1b1/2B1Pr2/3KN1Q1/R4NR1 b - - 7 32;f7f5;False;382;133
2br2k1/pq3p1p/1p2nbp1/2pp4/3P4/2PB1NB1/PP2QPPP/4R1K1 w - - 0 32;d4c5;True;52;53
8/pb4pk/1q5p/5p1P/2p1rN2/1PPp2P1/P2Q1P2/1R4K1 w - - 6 38;b1b2;False;-87;198
8/pb4pk/7p/2q2p1P/2p2N2/1PPp1PP1/PR3Q2/4r1K1 w - - 3 41;g1h2;False;-215;250
3r2k1/pq1b1pbp/4n1p1/3pN3/2p5/2P3B1/PP2QPPP/1B1R2K1 w - - 4 36;e2f3;False;31;87
r5k1/pp1qb1np/2p2pb1/3p4/3Q4/1P1B2N1/PBPP1PP1/4R1K1 w - - 0 23;d4e3;False;135;58
3rb1k1/pq3pbp/4n1p1/3pN3/2p5/2P2QB1/PP3PPP/1B1R2K1 w - - 6 37;e5c4;True;-27;373
r5k1/4bp2/4p1p1/3q3p/p1pPpP2/PrBbP1P1/RP1Q1NK1/7R b - - 3 36;g8g7;False;240;61
1r2k3/p7/2p5/P1Pp2p1/3P1bp1/4p3/2K1Nq2/2B1R2R b - - 1 41;f2g2;False;619;150
r2b4/5pk1/4p1p1/3q3p/p1pPpPP1/PrBbP3/1P1Q1NK1/R6R b - - 0 38;h5g4;True;196;212
6k1/ppr1nrnp/q3p1p1/1b1pPp2/3P1NP1/2B1P2P/PP1Q1R2/1B2R1K1 b - - 4 26;e7c8;False;-94;110
r2b4/5pk1/4p1p1/3q4/p1pPpPN1/PrBbP3/1P1Q2K1/R6R b - - 0 39;d8a5;False;-79;169
r1bq1rk1/ppppbppp/2nn4/4N3/8/3B4/PPPP1PPP/RNBQR1K1 w - - 3 8;d1h5;False;30;62
r1bq1rk1/ppppb1pp/2nn4/4Np1Q/8/3B4/PPPP1PPP/RNB1R1K1 w - - 0 9;b1c3;False;26;50
4rn2/pp1q2kp/2p2pbN/2bp4/6Q1/1P1BR3/PBPP1PP1/6K1 w - - 16 31;h6f5;False;236;236
r7/5pkR/4p1p1/b2q4/p1pPpPN1/PrBbP3/1P1Q2K1/R7 b - - 6 42;g7f8;False;-196;75
4rn2/pp1q1k1p/2p2pb1/2bp1N2/6Q1/1P1BR3/PBPP1PP1/6K1 w - - 18 32;f5h6;False;240;240
r1bq1rk1/ppppb2p/3n2p1/4Rp1Q/8/2NB4/PPPP1PPP/R1B3K1 w - - 0 11;h5f3;False;24;85
2rq1rk1/pp1bbppp/2n1pn2/8/2BP4/P1NQBN2/1P3PPP/2R2RK1 b - - 8 12;d8a5;False;-42;52
4rn2/pp1q2kp/2p2pbN/2bp4/6Q1/1P1BR3/PBPP1PP1/6K1 w - - 20 33;h6f5;False;227;227
r1bq1rk1/pp1pb2p/2pn2p1/4Rp2/8/2NB1Q2/PPPP1PPP/R1B3K1 w - - 0 12;b2b3;False;-57;52
4rn2/pp1q1k1p/2p2pb1/2bp1N2/6Q1/1P1BR3/PBPP1PP1/6K1 w - - 22 34;f5h6;False;249;249
r1bq1rk1/pp1pbn1p/2p3p1/4Rp2/8/1PNB1Q2/P1PP1PPP/R1B3K1 w - - 1 13;e5e2;False;-88;71
4rn2/pp1q2kp/2p2pbN/2bp4/6Q1/1P1BR3/PBPP1PP1/6K1 w - - 24 35;d3g6;True;257;150
r1bq1rk1/pp3n1p/2p2bp1/3p1p2/8/1PNB1Q2/PBPPRPPP/R5K1 w - - 2 15;a1e1;False;-45;56
rnbq1rk1/pp2bppp/4pn2/8/2BP4/2N2N2/PP2QPPP/R1B2RK1 b - - 4 9;b8d7;False;-28;78
8/pp6/2p1nNk1/3p3p/1b6/1P1PP3/PBP2KP1/8 w - - 0 41;g2g4;False;121;53
r1bq1rk1/pp2bppp/4pn2/3n4/3P4/1BN2NB1/PP2QPPP/R4RK1 b - - 10 12;d8a5;False;5;62
8/pp6/3bn1k1/2pp3N/6Pp/1P1PP3/PBP3K1/8 w - - 0 44;b2f6;False;287;117
2rrb1k1/pp2npbp/q3pnp1/6B1/3P4/P1N2N2/BP1Q1PPP/2RR2K1 b - - 9 20;e7f5;False;0;55
r1b2rk1/ppp2ppp/2pb4/8/8/1P1B1Q2/P1Pq1PPP/R1B2RK1 b - - 1 13;d2a5;False;75;50
r1bqk2r/ppppbppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 w kq - 1 7;b5c6;True;50;73
2rrb1k1/pp2bppp/4pn2/q3N3/3P3B/1BP2Q2/P4PPP/2R1R1K1 b - - 0 18;a5c7;False;0;80
4b1k1/pp3pbp/6p1/3B2B1/6P1/P6P/1P2qP2/2Q3K1 b - - 0 28;h7h6;False;153;118
8/pN6/8/4b3/3p1kPp/1P1P3K/P1P5/8 w - - 1 52;b7a5;False;459;145
2rrb1k1/ppq1bppp/4pn2/4N3/3P3B/1BPQ4/P4PPP/2R1R1K1 b - - 2 19;f6d5;False;32;53
r3r1k1/ppp2ppp/2pbb3/q7/5B2/1P1BRQ2/P1P2PPP/5RK1 b - - 7 16;e6d5;False;55;55
8/8/2N2b2/8/3p2Pp/1P1P3K/P1k5/8 w - - 0 56;a2a4;False;499;198
r3r1k1/ppp3pQ/2pb1p2/q2b4/5B2/1P5R/P1P2PPP/5RK1 b - - 1 20;g8f7;False;337;198
r3rk1Q/ppp3p1/2pb1p2/q2b4/5B2/1P5R/P1P2PPP/5RK1 b - - 9 24;f8f7;False;349;349
r3r3/ppp2kp1/2pb1p2/q2b3Q/5B2/1P5R/P1P2PPP/5RK1 b - - 11 25;f7f8;False;151;151
r3rk1Q/ppp3p1/2pb1p2/q2b4/5B2/1P5R/P1P2PPP/5RK1 b - - 13 26;f8f7;False;308;308
r3r3/ppp2kp1/2pb1p2/q2b3Q/5B2/1P5R/P1P2PPP/5RK1 b - - 15 27;f7f8;False;161;161
r3rk1Q/ppp3p1/2pb1p2/q2b4/5B2/1P5R/P1P2PPP/5RK1 b - - 17 28;f8f7;False;367;367
r3r3/ppp2kp1/2pb1p2/q2b3Q/5B2/1P5R/P1P2PPP/5RK1 b - - 19 29;f7f8;False;166;166
r3rk1Q/ppp3p1/2pb1p2/q2b4/5B2/1P5R/P1P2PPP/5RK1 b - - 21 30;f8f7;False;374;374
r1bq1rk1/ppn2ppp/2p2b2/3p4/8/1PNB1Q2/PBPPRPPP/R5K1 w - - 4 14;b2a3;False;5;79
2rr2k1/pp4p1/3qpp1p/8/b1PP4/3QNR2/P2R1PPP/6K1 b - - 7 29;a4c6;False;90;72
r1r3k1/3bbppp/p1n1pn2/qp6/3P1B2/1BN2N2/PP2QPPP/R3R1K1 b - - 1 16;a5b6;False;21;157
2rr2k1/pp4p1/2bqp1Rp/5p2/2PP4/3QN3/P2R1PPP/6K1 b - - 1 31;c6e4;False;285;127
2rr2k1/pp4p1/3qp1Rp/5p2/2PPb3/1Q2N3/P2R1PPP/6K1 b - - 3 32;g8h7;False;283;58
r1r3k1/3bbppp/pq2pn2/np6/3P1B2/2N2N2/PPB1QPPP/R2R2K1 b - - 5 18;a5c4;False;80;79
r1r3k1/3bbppp/pq2pn2/1p6/2nP1B2/2NB1N2/PP2QPPP/R2R2K1 b - - 7 19;c4d6;False;5;71
r1r1b1k1/4bppp/pq1npn2/1p2N1B1/3P4/2NB4/PP2QPPP/R2R2K1 b - - 11 21;b6d8;False;55;69
2k5/p4p1p/1bp2p2/2r5/P7/6P1/1r3PKP/R4RN1 b - - 2 22;c5a5;False;209;68
4rk2/p1prb2p/PpN5/1n3pp1/3P1P2/4R1B1/1P4PP/4R1K1 w - - 1 31;e3e5;False;213;98
2k5/p4p1p/1bp2p2/r7/P7/R5P1/1r3PKP/5RN1 b - - 4 23;c8b7;False;172;120
4r3/p1p1b1kp/Pp6/5Rp1/3r1P2/6B1/1P4PP/4R1K1 w - - 1 34;f4g5;True;123;72
r1bq1rk1/pp1nbpp1/4pn1p/2p5/2BP3B/2N1PN2/PP2QPPP/R4RK1 b - - 1 10;d7b6;False;-33;108
2r3k1/p2q1ppp/5b2/1p1p1b2/3P4/1P1B2QP/PB3PP1/4R1K1 w - - 3 29;d3f5;True;3;58
r4rk1/pppbqpbp/5np1/4p3/4P3/2PB4/PP1NQPPP/R1B1K2R w KQ - 4 12;f2f3;False;4;58
2r3k1/p4ppp/5b2/1p1p4/3P2q1/1P5P/PB3PP1/4R1K1 w - - 0 31;h3g4;True;-26;54
8/pk3p1p/5p2/2p5/P2b4/5RPN/1r2rPKP/5R2 b - - 3 28;b2b6;False;248;94
r1bq1rk1/pp3pp1/1n2pn1p/2b5/2B4B/2N1PN2/PP2QPPP/R2R2K1 b - - 1 12;b6d7;False;-121;58
8/pk3p1p/1r3p2/2pN4/P2b4/5RP1/r4PKP/5R2 b - - 7 30;b6e6;False;195;64
r1bq1rk1/pp1nbpp1/4pn1p/4P3/2B4B/2N2N2/PP2QPPP/R2R2K1 b - - 0 14;f6e8;False;-157;84
r4rk1/1ppnqpbp/2b3p1/p3p3/4P3/1NPBBP2/PP2Q1PP/R3K2R w KQ - 2 15;h2h4;False;17;63
6k1/5pp1/5b1p/3p4/rp1P2P1/6P1/PB3P2/4RK2 w - - 0 37;e1a1;False;-26;55
8/p4p1R/2kr1p2/2p5/3b1N2/5RP1/r4PKP/8 b - - 0 35;a7a5;False;180;58
3qb3/2r3k1/4Bbpp/r4n2/1p2Q3/1P6/P3NPPP/3RR1K1 b - - 2 39;d8e7;False;340;139
8/5R2/2kr1p2/p1p5/3b1N2/5RP1/r4PKP/8 b - - 0 36;a5a4;False;167;68
r3nrk1/1p2bpp1/1qb1p2p/p1n1P3/2BN4/P1N1B3/1P2QPPP/2RR2K1 b - - 7 20;a8d8;False;-205;126
r2r2k1/1p1bqpb1/2p4p/2n1p1pP/p3P3/2P1BPN1/PPB1Q1P1/2KR3R w - - 0 22;d1d2;False;65;56
8/5R2/2kr1p2/2p5/p2b1N1P/5RP1/r4PK1/8 b - - 0 37;d6d7;False;67;53
4b3/2r1q1k1/4Bbpp/4rn2/1p3N2/1P6/P4PPP/1Q1RR1K1 b - - 6 41;e5e1;True;215;161
rnbq1rk1/p1p1bppp/1p2pn2/2Pp2B1/1P1P4/2N2N2/P3PPPP/R2QKB1R b KQ - 0 7;b6c5;True;88;106
r5k1/1p1nqpb1/2p4p/4pPpP/p7/2P1BP2/PPBQ2P1/2K4R w - - 1 26;g2g4;False;74;78
r2rn1k1/1ppq1pb1/4b1p1/p3p1Pp/4P2P/2P2P2/PPB1Q3/R1B1KN1R w KQ - 1 18;f1e3;False;-99;55
4nrk1/1p2bpp1/2q1p2p/1Nn1P3/1PB5/4B3/4QPPP/3R2K1 b - - 0 25;c5d7;False;-138;64
8/2q3k1/2b3pp/8/1pBn4/1PbQ4/P4PPP/3R2K1 b - - 5 47;c6a8;False;23;118
rnbq1rk1/2p1bp1p/4pp2/p1P5/NP1p4/P4N2/4PPPP/R2QKB1R b KQ - 1 11;e6e5;False;146;80
b7/2q3k1/6pp/8/1pBn4/1Pb1Q3/P4PPP/3R2K1 b - - 7 48;c7d6;False;-101;132
b7/6k1/3q2pp/8/1pBn4/PPb1Q3/5PPP/3R2K1 b - - 0 49;a8c6;False;-263;156
4n1k1/1p1N1pp1/7p/8/1bn1q3/3QB3/5PPP/3R2K1 b - - 1 30;e4g4;False;-206;55
r1b1kbnr/ppp2ppp/8/3P4/3n2q1/2N3P1/PPP3K1/R1BQ1BNR w kq - 1 11;d1e1;False;67;78
4n1k1/1p1N1pp1/4q2p/8/1b6/4Q2P/5PP1/1R4K1 b - - 0 33;e6d7;True;-199;58
r1b1k1nr/ppp1bppp/8/3P1n2/6q1/2NB2P1/PPP3K1/R1B1Q1NR w kq - 5 13;g1f3;False;190;58
3r1bk1/1q3p2/2p4p/1p1npPpP/p3B1P1/P1P2P2/1PQ2B2/2KR4 w - - 3 32;c3c4;False;54;54
r3k1nr/pppbb1pp/5p2/3P1n2/5Bq1/2NB1NP1/PPP3K1/R3Q2R w kq - 0 15;c3e4;False;180;107
3r2k1/5p2/2p4p/3npPpP/p1Q1B1P1/P4P2/2RK1B2/1q6 w - - 3 42;e4d5;True;309;61
1r2r1k1/5p1p/5b2/p1P2Q2/3q4/Pb2pPP1/6BP/RN1N1R1K b - - 0 27;b3d1;True;543;105
3k4/7R/3b4/5n2/6P1/8/5P2/5K2 b - - 0 70;f5e7;False;-81;69
3k4/4n2R/3b4/8/6P1/8/5PK1/8 b - - 2 71;d8e8;False;-142;66
rnbqkb1r/pp1n1ppp/4p3/2ppP3/3P1P2/2N5/PPP3PP/R1BQKBNR w KQkq - 0 6;d4c5;True;57;65
rnbqk2r/pp1n1ppp/4p3/2bpP3/5P2/2N5/PPP3PP/R1BQKBNR w KQkq - 0 7;g1f3;False;31;54
r1bqk1nr/pppp1ppp/2n5/2b5/2BPP3/5N2/P4PPP/RNBQK2R b KQkq - 0 7;c5b4;False;0;56
4k3/4n3/8/7R/3b2P1/6K1/5P2/8 b - - 8 74;e8f7;False;-155;59
r1bq1rk1/pp1n1ppp/2n1p3/2bpP3/5P2/2NB1N2/PPP3PP/R1BQK2R w KQ - 4 9;h2h4;False;235;290
r1bqk1nr/pppp1ppp/8/n7/1b1PP3/3B1N2/P4PPP/RNBQ1K1R b kq - 4 9;c7c6;False;33;69
8/4nk2/8/1R6/5PP1/2b3K1/8/8 b - - 2 76;c3e1;False;-186;50
r1bq1rk1/pp1n2pp/2n1pp2/2bpP3/5P1P/2NB1N2/PPP3P1/R1BQK2R w KQ - 0 10;f3g5;False;117;62
r1bqk1nr/pp1pbppp/2p5/n3P3/3P4/P2B1N2/5PPP/RNBQ1K1R b kq - 0 11;d7d5;False;114;114
r1bq1rk1/ppp1bppp/2np1n2/6B1/8/2NB1N2/PPPQ1PPP/R3R1K1 b - - 1 12;c8g4;False;70;71
8/1R2nk2/8/5PPK/8/2b5/8/8 b - - 4 82;c3d4;False;-240;293
r3r1k1/ppp2ppp/1b1p4/1b1n4/P3P2q/5Q1P/1BB2PP1/R2NR1K1 b - - 0 21;b5d7;False;226;54
r3r1k1/pppb1ppp/1b1p1n2/8/P3P1Pq/1B3Q1P/1B3P2/R2NR1K1 b - - 0 23;d7e6;False;278;53
3r1rk1/ppp1Rppp/3p4/8/5n2/2NP1P2/PP3P1P/R6K b - - 1 19;f4e6;False;303;67
r1bqk1nr/pppp1ppp/2n5/b3p3/2B1P3/2P2N2/P2P1PPP/RNBQ1RK1 b kq - 2 6;d8f6;False;37;117
r1bqk3/pp2bp2/2p3p1/n2pP2r/3P1N2/P2B3P/5P2/R1BQ1K1R b q - 1 20;h5h4;False;122;51
4r1k1/ppp3pp/3pn3/1N3p2/5P2/3P4/PP3P1P/4R2K b - - 1 23;a7a6;False;401;119
r6q/pp1kb3/2p1p1B1/n2p4/Q2P3r/P6P/5P2/1RB2K1R b - - 4 25;e7d8;False;444;130
r1b1kb1r/pp3pp1/2p4p/2np4/P2N3P/R3qN2/1PP1B1P1/3QK2R b Kkq - 2 17;e3e7;False;413;201
r1b1kb1r/pp2qpp1/2p4p/3p4/P1PNn2P/R4N2/1P2B1P1/3Q1RK1 b kq - 0 19;e7d8;False;218;59
r1q1k2r/pp1nn1pp/2pbp1b1/3p1p2/2PP3N/2N1P3/PP1B1PPP/2RQKB1R w Kkq - 0 13;g2g4;False;73;104
8/R5pp/3p1k2/2p2p2/1p3P1P/1P1r4/P4PK1/8 b - - 0 34;f6g6;False;389;116
8/R5pp/8/2pp1p1k/1p3P1P/1P3PK1/P2r4/8 b - - 3 38;h5h6;False;277;118
r5k1/1p1q1pp1/1p5p/3nQ3/5P2/8/P4BPP/3R2K1 b - - 1 27;a8a2;True;0;230
8/7p/6pk/2p2p2/3p1P1P/RP3PK1/3r4/8 b - - 0 42;d2d3;False;414;101
r1q1k2r/pp2b1pp/2p1p1n1/8/2PPN1p1/4P2P/PP1B1P2/2RQK2R w Kkq - 1 19;h3g4;True;223;88
r1n1qr1k/ppp3pp/2nb1p2/1N2p3/4P1b1/4BN2/PPPQBPPP/3R1RK1 b - - 11 14;c6d8;False;37;85
r1bqk1nr/pppp1ppp/2n5/b3p3/2B1P3/2P2N2/P2P1PPP/RNBQ1RK1 b kq - 2 6;d8f6;False;22;115
r1nnqr1k/ppp3pp/3b1p2/1N2p3/2P1P1b1/4BN2/PP1QBPPP/3R1RK1 b - - 0 15;d8e6;False;-26;87
3rk1nr/ppp2ppp/2n5/2b1P3/2p1PP2/8/PP1B1P1P/RN1K1B1R w k - 3 10;h1g1;False;63;63
r1n1br1k/ppp1b1pp/2q1np2/1NPQp3/P1B1P3/4BN1P/1P3PP1/3R1RK1 b - - 0 20;e6c5;True;-40;102
r1b2rk1/ppppnppp/1bn3q1/4P1B1/2B1P3/Q1P2N2/P4PPP/RN1R2K1 b - - 2 12;f8e8;False;132;133
r4r1k/ppN3pp/2bn1p2/2b1p3/P3P3/1B3N1P/1P3PP1/3R1RK1 b - - 2 24;c6e4;True;-34;96
N4r1k/pp4pp/3n1p2/2b1p3/P3b3/1B3N1P/1P3PP1/3R1RK1 b - - 0 25;e4f3;True;-168;114
8/1p3ppk/8/2Q5/5P2/3q2P1/6K1/6B1 b - - 18 47;d3d7;False;-177;52
3rk2r/ppp2ppp/1b4n1/3NP3/2B1PP2/5n2/PP1B2RP/R1K5 w k - 6 16;d5b6;True;104;197
3k3r/1pp2ppp/1p4n1/4P3/2B1PP2/8/PP5P/R1K5 w - - 0 19;c4f7;True;-29;56
8/1q4pk/5p2/1pQ5/3B1PP1/6K1/8/8 b - - 2 51;b5b4;False;-202;171
3k1r2/1pp3pp/1p4n1/4P3/4P3/1B6/PP1K3P/R7 w - - 4 22;e5e6;False;-51;58
6k1/1q4p1/5p2/5QP1/1p1B1P2/6K1/8/8 b - - 0 53;f6g5;True;-417;136
8/1pp1k1pp/1p2P1n1/8/4P3/1B2K3/PP5r/6R1 w - - 0 25;g1g5;False;0;91
8/1pp1k1pp/1p2P1n1/6R1/4P3/1B2K2r/PP6/8 w - - 2 26;e3d4;False;-52;71
r1bqk1nr/pppp1ppp/2n5/b3p3/2B1P3/2P2N2/P2P1PPP/RNBQ1RK1 b kq - 2 6;d8f6;False;60;132
8/1pp1k1pp/1p2P1n1/6R1/3KP3/1B3r2/PP6/8 w - - 4 27;g5b5;False;-130;67
3r4/6kp/1p1n1pp1/p1bR4/P4p1P/5K2/1PB2P2/3R4 b - - 1 33;f6f5;False;-112;57
8/1pp1k1pp/1p2P3/1R6/3KPn2/1B3r2/PP6/8 w - - 6 28;a2a4;False;-141;160
r1bqk1nr/pppp1ppp/2n5/b3p3/2B1P3/2P2N2/P2P1PPP/RNBQ1RK1 b kq - 2 6;d8f6;False;27;102
3r4/6kp/1p1n2p1/p1bR1p2/P4K1P/8/1PB2P2/3R4 b - - 0 34;g7f6;False;-93;51
r1b1k2r/ppppnppp/2nq4/b2Pp1B1/2B1P3/2P2N2/P4PPP/RN1Q1RK1 b kq - 0 9;c6d8;False;-34;60
3r4/7p/1p1n1kp1/p1bR1p2/P4K1P/1B6/1P3P2/3R4 b - - 2 35;h7h6;False;-145;131
r1bnk2r/ppppnppp/1b1q4/3Pp1B1/Q1B1P3/N1P2N2/P4PPP/R4RK1 b kq - 4 11;d6g6;False;-53;82
r1bnk2r/ppppnppp/3q4/b2Pp1B1/Q1B1P3/2P2N2/P4PPP/RN3RK1 b kq - 2 10;b7b6;False;-30;119
r1bnk2r/p1ppnppp/1p1q4/b2Pp1B1/Q1B1P3/N1P2N2/P4PPP/R4RK1 b kq - 1 11;a7a6;False;-72;71
r1bnk2r/2ppnppp/pp1q4/b2Pp1B1/Q3P3/NBP2N2/P4PPP/R4RK1 b kq - 1 12;a5c3;True;0;136
r1bn3r/ppppkppp/1b3q2/3P4/Q1B1P3/N1P2N2/P4PPP/R4RK1 b - - 2 14;f6c3;True;-139;59
r1bn3r/ppppkppp/1b6/3PP3/Q1B5/N1q2N2/P4PPP/R4RK1 b - - 0 15;c7c6;False;-210;172
r1bnk2r/3pnppp/1pP5/1p2p1B1/4P3/1BR2N2/P4PPP/5RK1 b kq - 0 17;d8c6;True;198;106
r1b4r/3pkppp/1pn5/1p1Bp3/4P3/2R2N2/P4PPP/5RK1 b - - 1 19;f7f6;False;234;103
rb1qrnk1/p2b1pp1/1ppPp2p/2P5/8/2B2N2/PPB2PPP/R2QR1K1 w - - 0 18;b2b4;False;461;190
r1bqk1nr/pppp1ppp/2n5/b3p3/2B1P3/2P2N2/P2P1PPP/RNBQ1RK1 b kq - 2 6;d8f6;False;26;101
r1b4r/3pk1pp/1pB2p2/1p2p3/4P3/2R2N2/P4PPP/5RK1 b - - 0 20;d7c6;True;309;185
r1bn1k1r/pp1p1p1q/1bpP3p/4P1pQ/8/1B3N2/P1N2PPP/3R1RK1 b - - 5 21;f8g7;False;-218;120
r1bnk2r/ppppnppp/3q4/b2Pp1B1/Q1B1P3/2P2N2/P4PPP/RN3RK1 b kq - 2 10;b7b6;False;9;94
r3kb1r/pppn1ppp/5n2/3P4/1q1P4/2N1BP2/PPQ2P1P/R3KB1R w KQkq - 7 12;f1b5;False;145;89
r1bnk2r/p1ppnppp/1p1q4/b2Pp1B1/Q1B1P3/N1P2N2/P4PPP/R4RK1 b kq - 1 11;a7a6;False;-103;59
r1bnk2r/2ppnppp/pp1q4/3Pp1B1/Q3P3/N1bB1N2/P4PPP/1R3RK1 b kq - 1 13;c8b7;False;-216;169
r1bn1k1r/pp1p1p2/1bpP4/4PNNp/8/1B6/P4PPP/3R1RK1 b - - 0 26;h5h4;False;-243;51
r2qr1k1/3b2p1/2pPnp1p/p1b1p3/2Q4N/P1B5/2B2PPP/3RR1K1 w - - 6 27;c2g6;False;233;211
r3r1k1/3b2p1/1qpPnpBp/p1b1p3/2Q4N/P1B5/5PPP/3RR1K1 w - - 8 28;e1e2;False;66;149
8/2k5/1p1bR3/pB3n1p/P5r1/1P5R/8/5K2 b - - 9 58;f5g3;False;-36;101
2r3nr/2pkbp1p/pn4p1/qp1P2B1/3P4/PBN2P2/1PQ2P1P/2KRR3 w - - 3 22;g5e7;True;540;142
r2qkb1r/ppp1nppp/2n5/3pp3/2PP4/1Q2PP2/PP3P1P/RNB1KB1R w KQkq - 1 7;b1c3;False;105;55
r1bqk1nr/pppp1ppp/2n5/b3p3/2B1P3/2P2N2/P2P1PPP/RNBQ1RK1 b kq - 2 6;d8f6;False;45;125
2k2r2/3Rb3/1p6/pB6/P6p/1P4nR/6K1/8 b - - 11 65;e7d8;False;-104;77
8/6p1/3k4/1R1b3p/4p3/4K2P/r5P1/5N2 b - - 1 43;a2g2;True;239;146
1r1qkb1r/ppp1nppp/2n5/3N4/2Pp4/1Q2PP2/PP3P1P/R1B1KB1R w KQk - 1 9;e3e4;False;143;99
8/6p1/2bk4/7R/3Kp3/7P/6r1/5N2 b - - 0 45;g2a2;False;134;115
1r1qkb1r/ppp2ppp/2n3n1/3N4/2PpP3/1Q3P2/PP3P1P/R1B1KB1R w KQk - 1 10;c1d2;False;165;73
1r1qr1k1/ppp1nppp/8/3p1n2/3P4/1Q2PN2/PP1B1PPP/2R2RK1 w - - 7 15;c1c2;False;73;101
1r1q1rk1/ppp1nppp/3b2n1/3N4/2PpPP2/1Q6/PP1B1P1P/2KR1B1R w - - 3 13;f4f5;False;230;58
2kb1r2/8/1p4R1/p1n5/P1B4p/1P5R/6K1/8 b - - 21 70;f8f4;False;-158;67
r1bqk1nr/pppp1ppp/2n5/b3p3/2B1P3/2P2N2/P2P1PPP/RNBQ1RK1 b kq - 2 6;d8f6;False;37;105
8/1R6/3k4/8/2K5/4p2P/8/3r4 b - - 1 54;d6e5;False;756;313
r1b1k2r/pn1pn1pp/Q1pq1p2/1pbPp3/4P3/NBP2N2/P4PPP/R1BR2K1 b kq - 3 16;b7d8;False;289;85
r1b1k2r/pn1pn1pp/Q1pq1p2/1pbPp3/4P3/NBP2N2/P4PPP/R1BR2K1 b kq - 7 18;b7d8;False;260;260
r1bnk2r/p2pn1pp/2pq1p2/QpbPp3/4P3/NBP2N2/P4PPP/R1BR2K1 b kq - 9 19;d8b7;False;146;146
r1bnk2r/ppppnppp/1b3q2/3Pp1B1/Q1B1P3/2P2N2/P4PPP/RN3RK1 b kq - 4 10;f6d6;False;-11;51
r1b1k2r/pn1pn1pp/Q1pq1p2/1pbPp3/4P3/NBP2N2/P4PPP/R1BR2K1 b kq - 11 20;d6c7;False;294;58
4r1k1/pp3ppp/2p1r3/3p1nq1/3PP3/1Q3P2/PPR2BPP/4R1K1 w - - 1 23;c2e2;False;55;58
1k1b4/5R1R/1p1r4/p1n5/P6p/1P5K/8/5B2 b - - 33 76;c5e6;False;-162;93
1r3rk1/pp3pp1/3Q2n1/2pP1q1p/3p4/8/PP1B1P1P/K2R1BR1 w - - 0 21;d6g3;False;475;147
3qr1k1/pp3ppp/2p1r3/3pP3/2nP4/1Q3P2/PP2RBPP/4RK2 w - - 3 26;b3b7;True;166;63
rqbn1k1r/pp1p1ppp/1bpP4/4N3/Q1B1P3/N1P5/P4PPP/3R1RK1 b - - 0 15;f7f6;False;-28;137
rqbn1k1r/pp1p2pp/1bpP1p2/8/Q1B1P3/N1P2N2/P4PPP/3R1RK1 b - - 1 16;b6c5;False;-136;73
1k1b4/3R3R/1p1rn3/p7/P6p/1P5K/8/5B2 b - - 35 77;d6c6;False;-192;158
4r1k1/p4ppp/2p3r1/3pP1q1/1QnP4/5P2/PP2RBPP/4RK2 w - - 3 28;f2g3;False;206;122
